Feature,Importance
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e,0.0
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e,0.0
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e,0.0
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e,0.0
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e,0.0
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e,0.0
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e,0.0
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e,0.0
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e,0.0
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e,0.0
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e,0.0
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e,0.0
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e,0.0
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e,0.0
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e,0.0
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e,0.0
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e,0.0
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e,0.0
Visited_Shapes_c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||t|r|i|a|n|g|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||c|i|r|c|l|e|||s|q|u|a|r|e|||t|r|i|a|n|g|l|e|||c|i|r|c|l|e,0.0
